qty_dot_url,"qty_dot_url             0.050593
qty_hyphen_url          0.009973
qty_underline_url       0.003002
qty_slash_url           0.059411
qty_questionmark_url    0.000181
                          ...   
qty_redirects           0.277094
url_google_index        0.000709
domain_google_index     0.002090
url_shortened           0.015551
phishing                1.000000
Length: 112, dtype: float64",0.028040021810124608
qty_hyphen_url,"qty_dot_url             0.050593
qty_hyphen_url          0.009973
qty_underline_url       0.003002
qty_slash_url           0.059411
qty_questionmark_url    0.000181
                          ...   
qty_redirects           0.277094
url_google_index        0.000709
domain_google_index     0.002090
url_shortened           0.015551
phishing                1.000000
Length: 112, dtype: float64",0.019081719369975856
qty_underline_url,"qty_dot_url             0.050593
qty_hyphen_url          0.009973
qty_underline_url       0.003002
qty_slash_url           0.059411
qty_questionmark_url    0.000181
                          ...   
qty_redirects           0.277094
url_google_index        0.000709
domain_google_index     0.002090
url_shortened           0.015551
phishing                1.000000
Length: 112, dtype: float64",0.009442828887284656
qty_slash_url,"qty_dot_url             0.050593
qty_hyphen_url          0.009973
qty_underline_url       0.003002
qty_slash_url           0.059411
qty_questionmark_url    0.000181
                          ...   
qty_redirects           0.277094
url_google_index        0.000709
domain_google_index     0.002090
url_shortened           0.015551
phishing                1.000000
Length: 112, dtype: float64",0.03026214404485033
qty_questionmark_url,"qty_dot_url             0.050593
qty_hyphen_url          0.009973
qty_underline_url       0.003002
qty_slash_url           0.059411
qty_questionmark_url    0.000181
                          ...   
qty_redirects           0.277094
url_google_index        0.000709
domain_google_index     0.002090
url_shortened           0.015551
phishing                1.000000
Length: 112, dtype: float64",0.0015819280363332053
qty_equal_url,"qty_dot_url             0.050593
qty_hyphen_url          0.009973
qty_underline_url       0.003002
qty_slash_url           0.059411
qty_questionmark_url    0.000181
                          ...   
qty_redirects           0.277094
url_google_index        0.000709
domain_google_index     0.002090
url_shortened           0.015551
phishing                1.000000
Length: 112, dtype: float64",0.009811824235968918
qty_at_url,"qty_dot_url             0.050593
qty_hyphen_url          0.009973
qty_underline_url       0.003002
qty_slash_url           0.059411
qty_questionmark_url    0.000181
                          ...   
qty_redirects           0.277094
url_google_index        0.000709
domain_google_index     0.002090
url_shortened           0.015551
phishing                1.000000
Length: 112, dtype: float64",0.003621343911240883
qty_and_url,"qty_dot_url             0.050593
qty_hyphen_url          0.009973
qty_underline_url       0.003002
qty_slash_url           0.059411
qty_questionmark_url    0.000181
                          ...   
qty_redirects           0.277094
url_google_index        0.000709
domain_google_index     0.002090
url_shortened           0.015551
phishing                1.000000
Length: 112, dtype: float64",0.007552674896516637
qty_exclamation_url,"qty_dot_url             0.050593
qty_hyphen_url          0.009973
qty_underline_url       0.003002
qty_slash_url           0.059411
qty_questionmark_url    0.000181
                          ...   
qty_redirects           0.277094
url_google_index        0.000709
domain_google_index     0.002090
url_shortened           0.015551
phishing                1.000000
Length: 112, dtype: float64",0.0017903139038621552
qty_space_url,"qty_dot_url             0.050593
qty_hyphen_url          0.009973
qty_underline_url       0.003002
qty_slash_url           0.059411
qty_questionmark_url    0.000181
                          ...   
qty_redirects           0.277094
url_google_index        0.000709
domain_google_index     0.002090
url_shortened           0.015551
phishing                1.000000
Length: 112, dtype: float64",0.001716454055251904
